fid,field_1,Unnamed_ 0,Parcel ID,Address,Sale Date,Sale Price,Qualified,Reason,Acres,Parcel  Cl,Year  Buil,Square Ft,Price Per,lat,long,GEOID
"1190","482","482",01074 003012A,215 NW CHRISTOPHER DR,3/15/2022,"$325,000.00",Qualified,FM,0.47,Residential,"1978","1760",$184.66,34.3173011,-83.8329876,"131390009012"
"1191","520","520",01070 003089,1015 NW HOLLY DR,3/11/2022,"$252,000.00",Qualified,FM,0.19,Residential,"2001","1293",$194.90,34.3139483,-83.8354943,"131390009012"
"1192","609","609",01070 003086,1015 NW HOLLY DR,3/4/2022,"$227,550.00",Qualified,FM,0.19,Residential,"2001","1293",$175.99,34.3139483,-83.8354943,"131390009012"
"1193","618","618",01089 002028,1408 NW WOODLAND CIR,3/4/2022,"$389,900.00",Qualified,FM,0.9,Residential,"2005","1292",$301.78,34.3215372,-83.8381666,"131390009012"
"1194","799","799",01070 001001B,1174 NW HOLLY DR,2/22/2022,"$250,000.00",Qualified,FM,0.29,Residential,"1968","1128",$221.63,34.3151853,-83.8340791,"131390009012"
"1195","864","864",01073 002043,450 NW HOLLY DR,2/16/2022,"$327,000.00",Qualified,FM,0.29,Residential,"1959","1408",$232.24,34.315697,-83.8380423,"131390009012"
"1196","959","959",01113 001010,540 NW HOLLY DR,2/7/2022,"$395,000.00",Qualified,FM,0.51,Residential,"1958","2160",$182.87,34.3157831,-83.841046,"131390009012"
"1197","1006","1006",01070 003057,1001 NW HOLLY DR,2/2/2022,"$230,000.00",Qualified,FM,0.19,Residential,"1997","1275",$180.39,34.3130578,-83.8332569,"131390009012"
"1198","1157","1157",01070 003027,1085 NW HOLLY DR,1/21/2022,"$175,000.00",Qualified,FM,0.19,Residential,"1980","1440",$121.53,34.3142254,-83.8343445,"131390009012"
"1199","1158","1158",01074 003031,1199 NW GREEN STREET CIR,1/21/2022,"$125,000.00",Qualified,FM,0.39,Residential,"1943","878",$142.37,34.3174442,-83.8315373,"131390009012"
"1200","1282","1282",01111 001065,1533 NW PATTEN DR,1/11/2022,"$285,000.00",Qualified,FM,0.44,Residential,"1964","1758",$162.12,34.3180617,-83.8455409,"131390009012"
"1201","1310","1310",01073 004014,297 NW WOODLAND DR,1/7/2022,"$350,000.00",Qualified,FM,0.66,Residential,"1972","1549",$225.95,34.3202981,-83.8375866,"131390009012"
"1202","66","66",10068 000133,3431 DOCKSIDE SHORES DR,5/6/2022,"$493,709.00",Qualified,FM,1.06,Residential,"2021","2437",$202.59,34.306659,-83.9007765,"131390003062"
"1203","70","70",10069 004013,3659 CASTOFF CT,5/4/2022,"$428,578.00",Qualified,FM,1.4,Residential,"2021","3050",$140.52,34.316173,-83.9046624,"131390003062"
"1204","92","92",10086 000041A,3141 SIMPSON PARK RD,4/18/2022,"$1,285,000.00",Qualified,FM,0.66,Residential,"2008","2138",$601.03,34.3213758,-83.8945281,"131390003062"
"1205","220","220",10068 000078,3602 GALLEY CT,3/31/2022,"$560,800.00",Qualified,FM,0.74,Residential,"2010","2587",$216.78,34.3104458,-83.9067792,"131390003062"
"1206","396","396",10085 000001,2309 STEPHENS CIR,3/22/2022,"$285,000.00",Qualified,FM,0.49,Residential,"1962","1680",$169.64,34.3262976,-83.8892296,"131390003062"
"1207","410","410",10068 000081,3611 GALLEY CT,3/21/2022,"$520,000.00",Qualified,FM,0.8,Residential,"2007","2634",$197.42,34.3110921,-83.9076069,"131390003062"
"1208","603","603",10092 000051,3496 POINT VIEW CIR,3/4/2022,"$450,000.00",Qualified,FM,0.51,Residential,"1985","1456",$309.07,34.3094338,-83.8847173,"131390003062"
"1209","711","711",10086 000074,3466 CROWN DR,2/25/2022,"$415,000.00",Qualified,FM,1.46,Residential,"2020","1312",$316.31,34.3159057,-83.8949007,"131390003062"
"1210","888","888",10068 000137,3447 DOCKSIDE SHORES DR,2/14/2022,"$529,671.00",Qualified,FM,0.81,Residential,"2021","3375",$156.94,34.3077459,-83.9015145,"131390003062"
"1211","1007","1007",10087A000009,3553 CUB CIR,2/2/2022,"$308,000.00",Qualified,FM,0.42,Residential,"1993","1232",$250.00,34.3091408,-83.8970531,"131390003062"
"1212","1130","1130",10086 000139,3408 CROWN DR,1/25/2022,"$246,000.00",Qualified,FM,0.45,Residential,"1998","1142",$215.41,34.3154406,-83.8942384,"131390003062"
"1213","1139","1139",10069 004012,3655 CASTOFF CT,1/25/2022,"$333,684.00",Qualified,FM,0.81,Residential,"2021","2620",$127.36,34.3158608,-83.9052893,"131390003062"
"1214","1255","1255",10068 000095,3632 GALLEY CT,1/13/2022,"$420,442.00",Qualified,FM,0.8,Residential,"2021","2432",$172.88,34.313035,-83.907131,"131390003062"
"1215","121","121",10064 000009,3641 DAVIS BRIDGE RD,4/13/2022,"$281,600.00",Qualified,FM,0.54,Residential,"1997","1323",$212.85,34.304307,-83.9180761,"131390003061"
"1216","405","405",10062 000048,3490 SPRINGDALE FORREST BLVD,3/21/2022,"$260,500.00",Unqualified,"26",1.25,Residential,"1969","1269",$205.28,34.3196472,-83.9136486,"131390003061"
"1217","846","846",10038 000013,3420 BANKS MOUNTAIN PL,2/17/2022,"$950,000.00",Qualified,FM,0.45,Residential,"1987","1908",$497.90,34.3163483,-83.937401,"131390003061"
"1218","936","936",10062 000081,3318 SPRINGDALE FORREST CIR,2/10/2022,"$315,000.00",Qualified,FM,1.29,Residential,"1966","1269",$248.23,34.3163849,-83.9167107,"131390003061"
"1219","1019","1019",10068 000064,3506 CAMERON CIR,1/31/2022,"$287,000.00",Qualified,FM,0.88,Residential,"2005","2030",$141.38,34.3060083,-83.9027234,"131390003061"
"1220","1207","1207",10044 000107,3563 MONROE CIR,1/18/2022,"$1,699,000.00",Unqualified,"5",0.85,Residential,"2016","5047",$336.64,34.3094557,-83.9255856,"131390003061"
"1221","1219","1219",10046 000005,3021 DAWSONVILLE HWY,1/14/2022,"$335,000.00",Qualified,FM,9.87,Residential,"1963","986",$339.76,34.3301536,-83.9241996,"131390003061"
"1222","109","109",09113A001136,3346 COVE OVERLOOK RD,4/15/2022,"$415,000.00",Qualified,FM,0.67,Residential,"1994","2176",$190.72,34.3448274,-83.7911247,"131390006022"
"1223","204","204",09113A001150,3033 BIG TREE RD,4/1/2022,"$293,700.00",Qualified,FM,0.33,Residential,"1999","1252",$234.58,34.343887,-83.7870613,"131390006022"
"1224","307","307",09120 000013,1719 COVE PT,3/28/2022,"$1,225,000.00",Qualified,FM,0.71,Residential,"1986","3476",$352.42,34.3371342,-83.8000178,"131390006022"
"1225","453","453",09119 000027,1701 COUNTRY WAY,3/17/2022,"$310,000.00",Qualified,FM,0.35,Residential,"1977","1595",$194.36,34.3388691,-83.8005774,"131390006022"
"1226","547","547",09113A001221,2917 LAKE HOLLOW RD,3/10/2022,"$355,000.00",Qualified,FM,0.55,Residential,"2002","1682",$211.06,34.3436534,-83.7841586,"131390006022"
"1227","698","698",09124 000027C,2014 EDMONDS DR,2/28/2022,"$132,000.00",Qualified,FM,1.98,Residential,"1960","624",$67.21,34.323571,-83.7996654,"131390006022"
"1228","771","771",00082 002005,13 EAST MAIN ST,2/23/2022,"$217,000.00",Qualified,FM,0.46,Residential,"1900","1848",$117.42,34.3110748,-83.7961,"131390006022"
"1229","810","810",09120 000070,3187 GULLS WHARF DR,2/18/2022,"$1,050,000.00",Qualified,FM,0.56,Residential,"2009","2883",$364.20,34.3402703,-83.7966804,"131390006022"
"1230","1102","1102",09113A001072,3330 THE TRAIL,1/27/2022,"$90,000.00",Qualified,FM,0.26,Residential,"1973","1696",$53.07,34.3453493,-83.7886369,"131390006022"
"1231","1201","1201",09113A001038,3321 THE TRAIL,1/18/2022,"$242,900.00",Qualified,FM,0.56,Residential,"1973","1150",$211.22,34.3447055,-83.7887199,"131390006022"
"1232","1239","1239",09124 000215,3738 NE SHADES VALLEY LN,1/14/2022,"$289,900.00",Qualified,FM,0.05,Residential,"2019","1506",$192.50,34.3280795,-83.7974598,"131390006022"
"1233","174","174",08099A000149,5589 ASHMOORE CT,4/6/2022,"$395,000.00",Qualified,FM,0.3,Residential,"2004","2370",$166.67,34.2027214,-83.9200208,"131390015013"
"1234","338","338",08100 001144,5827 PARK PT,3/25/2022,"$475,000.00",Qualified,FM,0.23,Residential,"2019","2813",$168.86,34.2116771,-83.9266069,"131390015013"
"1235","413","413",08120 000043,6514 TRUDY WAY,3/21/2022,"$615,000.00",Unqualified,"51",0.7,Residential,"2000","3000",$205.00,34.206272,-83.943177,"131390015013"
"1236","454","454",08100 001170,6030 PARK BAY CT,3/17/2022,"$399,800.00",Qualified,FM,0.59,Residential,"2021","3115",$128.35,34.2125432,-83.9232725,"131390015013"
"1237","757","757",08100 001174,6019 PARK BAY CT,2/24/2022,"$335,100.00",Qualified,FM,0.28,Residential,"2021","2863",$117.05,34.2134578,-83.9231364,"131390015013"
"1238","914","914",08099A000160,5633 ASHMOORE CT,2/11/2022,"$343,000.00",Qualified,FM,0.21,Residential,"2005","2172",$157.92,34.2037336,-83.918614,"131390015013"
"1239","1015","1015",08100 001162,5986 PARK BAY CT,2/1/2022,"$245,819.00",Qualified,FM,0.19,Residential,"2021","2851",$86.22,34.213773,-83.9247375,"131390015013"
"1240","1094","1094",08100 001175,6015 PARK BAY CT,1/27/2022,"$325,500.00",Qualified,FM,0.31,Residential,"2021","2917",$111.59,34.2136037,-83.9232499,"131390015013"
"1241","1105","1105",08099A000060,5563 NEWBERRY POINT DR,1/27/2022,"$659,329.00",Unqualified,"51",0.59,Residential,"1998","2445",$269.66,34.2027017,-83.9239928,"131390015013"
"1242","1126","1126",08110A000013,5855 MEADOWFIELD TRCE,1/25/2022,"$261,321.00",Qualified,FM,0.61,Residential,"2001","1581",$165.29,34.206209,-83.9297226,"131390015013"
"1243","1195","1195",08101 001056,5962 RIVER RD,1/19/2022,"$375,300.00",Qualified,FM,0.6,Residential,"1997","1398",$268.45,34.2158915,-83.9352038,"131390015013"
"1244","1196","1196",08110A000036,5806 MEADOWFIELD TRCE,1/19/2022,"$370,000.00",Qualified,FM,1.48,Residential,"2001","2083",$177.63,34.2080001,-83.9287505,"131390015013"
"1245","1248","1248",08099A000082,5653 NEWBERRY POINT DR,1/13/2022,"$352,000.00",Qualified,FM,0.59,Residential,"1999","2032",$173.23,34.2055862,-83.9184485,"131390015013"
"1246","1340","1340",08100 001004E,5763 JIM CROW RD,1/5/2022,"$169,000.00",Qualified,FM,0.34,Residential,"1976","1343",$125.84,34.2122588,-83.9299915,"131390015013"
"1247","16","16",10017 000186,7157 BLUEBIRD CV,6/29/2022,"$556,800.00",Qualified,FM,0.37,Residential,"2021","2077",$268.08,34.30618855,-83.83906545,"131390009021"
"1248","62","62",10017 000179,7162 BLUEBIRD CV,5/16/2022,"$507,450.00",Qualified,FM,0.36,Residential,"2021","1881",$269.78,34.30618855,-83.83906545,"131390009021"
"1249","111","111",01069 001004,989 NW RUDOLPH ST,4/14/2022,"$175,000.00",Qualified,FM,0.62,Residential,"1954","1332",$131.38,34.3109264,-83.834272,"131390009021"
"1250","135","135",10017 000189,7145 BLUEBIRD CV,4/12/2022,"$547,042.00",Qualified,FM,0.38,Residential,"2021","2077",$263.38,34.30618855,-83.83906545,"131390009021"
"1251","188","188",01042 001004,758 NW CIRCLE DR,3/2/2022,"$245,000.00",Qualified,FM,0.3,Residential,"1954","1456",$168.27,34.3059846,-83.8369858,"131390009021"
"1252","189","189",01042 001004,758 NW CIRCLE DR,4/4/2022,"$245,000.00",Qualified,FM,0.3,Residential,"1954","1456",$168.27,34.3059846,-83.8369858,"131390009021"
"1253","196","196",11131B000112,5727 FORT PL,4/1/2022,"$363,900.00",Unqualified,"51",0.03,Residential,"1986","1200",$303.25,34.30618855,-83.83906545,"131390009021"
"1254","255","255",01043 001063,760 NW HILLSIDE DR,3/30/2022,"$330,000.00",Unqualified,"51",0.39,Residential,"1950","1652",$199.76,34.3054177,-83.8390367,"131390009021"
"1255","262","262",01104 002042,347 NE HUDSON CHASE CT,3/30/2022,"$554,081.00",Qualified,FM,0.27,Residential,"2021","2537",$218.40,34.30618855,-83.83906545,"131390009021"
"1256","290","290",01104 002034,315 NE HUDSON CHASE CT,3/29/2022,"$437,741.00",Qualified,FM,0.24,Residential,"2021","2452",$178.52,34.30618855,-83.83906545,"131390009021"
"1257","392","392",01113 005057,1209 NW REPTON PL,3/22/2022,"$625,000.00",Qualified,FM,0.44,Residential,"2015","2769",$225.71,34.30618855,-83.83906545,"131390009021"
"1258","425","425",01113 005045,1016 NW HARTWELL XING,3/18/2022,"$560,000.00",Qualified,FM,0.26,Residential,"2018","2884",$194.17,34.3103802,-83.839741,"131390009021"
"1259","489","489",01071 001017,574 NW DIXON DR,3/14/2022,"$300,000.00",Qualified,FM,0.73,Residential,"1949","2068",$145.07,34.3089701,-83.8357636,"131390009021"
"1260","508","508",01041 001053,769 NW OAK SHIRE CT,3/11/2022,"$461,900.00",Qualified,FM,0.18,Residential,"2001","3063",$150.80,34.3078478,-83.8314959,"131390009021"
"1261","558","558",01042 001062,576 NW LONG OAK DR,3/9/2022,"$376,500.00",Qualified,FM,0.25,Residential,"1989","1843",$204.29,34.3076542,-83.8345206,"131390009021"
"1262","672","672",12007 000077,5722 BRICKHAMPTON CT,2/28/2022,"$607,000.00",Qualified,FM,0.8,Residential,"2017","3103",$195.62,34.30618855,-83.83906545,"131390009021"
"1263","723","723",01042 001017,531 NW CRESTVIEW TER,2/25/2022,"$356,000.00",Qualified,FM,0.58,Residential,"1952","1778",$200.22,34.3068341,-83.8328218,"131390009021"
"1264","951","951",01041 001052,763 NW OAK SHIRE CT,2/8/2022,"$389,855.00",Qualified,FM,0.17,Residential,"2001","2730",$142.80,34.3077739,-83.8317445,"131390009021"
"1265","1003","1003",01045 006003,1045 NW ROSEWOOD DR,2/2/2022,"$98,000.00",Qualified,FM,0.24,Residential,"1959","880",$111.36,34.2995081,-83.8418539,"131390009021"
"1266","1274","1274",01042 001012,610 NW CRESTVIEW TER,1/12/2022,"$405,000.00",Qualified,FM,1.12,Residential,"1950","2191",$184.85,34.3063639,-83.8346449,"131390009021"
"1267","1279","1279",01113 004064,1016 NW DIXON DR,1/11/2022,"$705,000.00",Qualified,FM,1.03,Residential,"1972","3070",$229.64,34.3071952,-83.845168,"131390009021"
"1268","12","12",08044 003063,4226 PONDVIEW WAY,6/30/2022,"$230,000.00",Qualified,FM,0.04,Residential,"2007","1154",$199.31,34.230023,-83.877345,"131390014052"
"1269","24","24",08024 005180,4561 SW BANSHIRE CIR,6/16/2022,"$479,000.00",Qualified,FM,0.16,Residential,"2019","2504",$191.29,34.2514655,-83.8740974,"131390014061"
"1270","61","61",08024 005231,4306 SW GRANISON CHSE,5/16/2022,"$440,000.00",Qualified,FM,0.21,Residential,"2017","2440",$180.33,34.2519717,-83.8721098,"131390014061"
"1271","63","63",08024 006216,4461 SW MILL OAK WAY,5/13/2022,"$514,164.00",Qualified,FM,0.18,Residential,"2021","3408",$150.87,34.2539737,-83.8678722,"131390014061"
"1272","78","78",08024 006217,4457 SW MILL OAK WAY,4/29/2022,"$412,962.00",Qualified,FM,0.18,Residential,"2021","2178",$189.61,34.2539737,-83.8678722,"131390014061"
"1273","119","119",08024 006182,4413 SW CHESTNUT OAK WAY,4/14/2022,"$529,186.00",Qualified,FM,0.17,Residential,"2021","3160",$167.46,34.2528513,-83.8682685,"131390014061"
"1274","159","159",08024 005356,4427 SW ROCKROSE GREEN WAY,4/7/2022,"$405,400.00",Qualified,FM,0.15,Residential,"2019","1827",$221.89,34.251325,-83.8717165,"131390014061"
"1275","160","160",08024 005409,4344 SW BIRCH MEADOW TRL,4/7/2022,"$475,000.00",Qualified,FM,0.17,Residential,"2020","2810",$169.04,34.2488204,-83.8709297,"131390014061"
"1276","214","214",08031 004269,4636 SW SUMMER VIEW DR,2/11/2022,"$350,000.00",Qualified,FM,0.21,Residential,"2015","1915",$182.77,34.2517647,-83.8770579,"131390014061"
"1277","215","215",08031 004269,4636 SW SUMMER VIEW DR,3/31/2022,"$325,000.00",Qualified,FM,0.21,Residential,"2015","1915",$169.71,34.2517647,-83.8770579,"131390014061"
"1278","252","252",08024 006208,4438 SW CHESTNUT OAK WAY,3/30/2022,"$408,429.00",Qualified,FM,0.22,Residential,"2021","2866",$142.51,34.2528513,-83.8682685,"131390014061"
"1279","293","293",08030A004040,4715 SW SWEETWATER DR,3/29/2022,"$325,000.00",Qualified,FM,0.14,Residential,"2012","1585",$205.05,34.2478228,-83.8778032,"131390014061"
"1280","300","300",08024 006186,4429 SW CHESTNUT OAK WAY,3/28/2022,"$410,914.00",Qualified,FM,0.17,Residential,"2021","2740",$149.97,34.2528513,-83.8682685,"131390014061"
"1281","380","380",08024 006188,4437 SW CHESTNUT OAK WAY,3/23/2022,"$404,555.00",Qualified,FM,0.22,Residential,"2021","2358",$171.57,34.2515219,-83.8693013,"131390014061"
"1282","383","383",08024 006156,4470 SW SILVER OAK DR,3/23/2022,"$402,983.00",Qualified,FM,0.19,Residential,"2021","2358",$170.90,34.2532558,-83.8671751,"131390014061"
"1283","403","403",08024 006115,4640 SW SILVER OAK DR,3/21/2022,"$579,351.00",Qualified,FM,0.17,Residential,"2021","3192",$181.50,34.2527555,-83.869433,"131390014061"
"1284","466","466",08024 006046,4426 SW GARDEN PARK VW,3/16/2022,"$429,000.00",Qualified,FM,0.19,Residential,"2017","2608",$164.49,34.255825,-83.8726274,"131390014061"
"1285","469","469",08024 006180,4405 SW CHESTNUT OAK WAY,3/16/2022,"$520,886.00",Qualified,FM,0.17,Residential,"2021","3484",$149.51,34.2528513,-83.8682685,"131390014061"
"1286","476","476",08024 006114,4644 sw SILVER OAK DR,3/15/2022,"$493,122.00",Qualified,FM,0.17,Residential,"2021","2358",$209.13,34.2525826,-83.8693357,"131390014061"
"1287","477","477",08031 004229,4518 SW HIDDEN CREEK DR,3/15/2022,"$385,000.00",Qualified,FM,0.16,Residential,"2016","1807",$213.06,34.2537399,-83.8780723,"131390014061"
"1288","525","525",08024 006111,4656 SW SILVER OAK DR,3/11/2022,"$573,214.00",Qualified,FM,0.18,Residential,"2021","3540",$161.92,34.2521742,-83.8690791,"131390014061"
"1289","548","548",08012 009047,4338 SW PEARHAVEN LN,3/10/2022,"$360,000.00",Qualified,FM,0.18,Residential,"2014","1840",$195.65,34.2511692,-83.8660019,"131390014061"
"1290","555","555",08025 000111,4234 SW SWAMP CYPRESS TRL,1/18/2022,"$316,500.00",Qualified,FM,0.15,Residential,"2015","2073",$152.68,34.2540289,-83.8630822,"131390014061"
"1291","556","556",08025 000111,4234 SW SWAMP CYPRESS TRL,3/9/2022,"$367,500.00",Qualified,FM,0.15,Residential,"2015","2073",$177.28,34.2540289,-83.8630822,"131390014061"
"1292","586","586",08024 005354,4419 SW ROCKROSE GREEN WAY,3/7/2022,"$393,000.00",Qualified,FM,0.15,Residential,"2019","1930",$203.63,34.2514382,-83.8713852,"131390014061"
"1293","592","592",08024 006204,4422 SW CHESTNUT OAK WAY,3/4/2022,"$481,704.00",Qualified,FM,0.18,Residential,"2021","3268",$147.40,34.2528513,-83.8682685,"131390014061"
"1294","670","670",08024 006157,4466 SW SILVER OAK DR,2/28/2022,"$458,674.00",Qualified,FM,0.19,Residential,"2021","3196",$143.52,34.2532393,-83.867164,"131390014061"
"1295","685","685",08024 006113,4648 SW SILVER OAK DR,2/28/2022,"$515,136.00",Qualified,FM,0.17,Residential,"2021","3080",$167.25,34.2524558,-83.8692559,"131390014061"
"1296","701","701",08031 004085,4764 SW LOST CREEK DR,2/28/2022,"$365,000.00",Qualified,FM,0.15,Residential,"2016","1614",$226.15,34.249153,-83.8758571,"131390014061"
"1297","721","721",08024 006112,4652 SW SILVER OAK DR,2/25/2022,"$503,177.00",Qualified,FM,0.17,Residential,"2021","3560",$141.34,34.2523121,-83.8691736,"131390014061"
"1298","752","752",08024 006185,4425 SW CHESTNUT OAK WAY,2/24/2022,"$427,445.00",Qualified,FM,0.17,Residential,"2021","3080",$138.78,34.2528513,-83.8682685,"131390014061"
"1299","753","753",08024 006202,4414 SW CHESTNUT OAK WAY,2/24/2022,"$513,921.00",Qualified,FM,0.18,Residential,"2021","1630",$315.29,34.2528513,-83.8682685,"131390014061"
"1300","768","768",08024 005330,4328 SW ROCKROSE GREEN WAY,2/23/2022,"$400,000.00",Qualified,FM,0.19,Residential,"2020","2056",$194.55,34.2505753,-83.8714266,"131390014061"
"1301","824","824",08025A000009,3304 BRONCO WAY,2/18/2022,"$265,000.00",Qualified,FM,0.35,Residential,"1971","1300",$203.85,34.2437756,-83.8669129,"131390014061"
"1302","905","905",08025A000041,3372 APACHE CIR,2/11/2022,"$180,000.00",Qualified,FM,0.29,Residential,"1978","1252",$143.77,34.2444579,-83.8693147,"131390014061"
"1303","1000","1000",08031A004041,4696 SW HIDDEN CREEK DR,2/2/2022,"$315,000.00",Qualified,FM,0.17,Residential,"2016","1537",$204.94,34.2481117,-83.8818606,"131390014061"
"1304","1032","1032",08024 006183,4417 SW CHESTNUT OAK WAY,1/31/2022,"$443,127.00",Qualified,FM,0.17,Residential,"2021","3236",$136.94,34.2528513,-83.8682685,"131390014061"
"1305","1033","1033",08031A004048,4668 SW HIDDEN CREEK DR,1/31/2022,"$320,000.00",Qualified,FM,0.16,Residential,"2015","1807",$177.09,34.2489973,-83.8814052,"131390014061"
"1306","1040","1040",08024 006203,4418 SW CHESTNUT OAK WAY,1/31/2022,"$458,009.00",Qualified,FM,0.18,Residential,"2021","2740",$167.16,34.2528513,-83.8682685,"131390014061"
"1307","1090","1090",08012 009026,4229 SW PEARHAVEN LN,1/12/2022,"$265,000.00",Qualified,FM,0.2,Residential,"2013","2324",$114.03,34.2517182,-83.8631444,"131390014061"
"1308","1091","1091",08012 009026,4229 SW PEARHAVEN LN,1/28/2022,"$360,100.00",Qualified,FM,0.2,Residential,"2013","2324",$154.95,34.2517182,-83.8631444,"131390014061"
